qty,item_i,gst_i,purchase_d
1,133776,681965,02/06/2016_00:00:00
2,43083,5137205,15/04/2016_00:00:00
1,40986,3172622,31/03/2017_00:00:00
2,106984,4683283,18/02/2016_00:00:00
1,41379,2715529,26/11/2016_00:00:00
1,97294,3637129,14/04/2016_00:00:00
1,245873,4683283,12/09/2016_00:00:00
1,100104,981748,19/10/2015_00:00:00
1,106707,4527625,21/01/2017_00:00:00
2,242665,1631542,19/01/2017_00:00:00
2,222037,685211,12/09/2016_00:00:00
1,44494,2229365,08/02/2017_00:00:00
2.58,110407,3500517,24/02/2016_00:00:00
1,104298,1148427,29/01/2017_00:00:00
1,99480,3500517,12/12/2016_00:00:00
1,211781,467277,06/11/2015_00:00:00
1,96415,2773617,27/01/2016_00:00:00
1,209799,4935278,15/08/2016_00:00:00
1,48999,690939,06/11/2016_00:00:00
2,183303,3683804,14/11/2016_00:00:00
3,47749,4414710,28/08/2015_00:00:00
1,211180,4211868,26/03/2017_00:00:00
1,48223,1946366,19/01/2017_00:00:00
1,101449,3657937,29/09/2016_00:00:00
1,46061,2262224,04/10/2015_00:00:00
1,245798,4395642,17/03/2016_00:00:00
1,51765,4935278,24/10/2015_00:00:00
1,109541,3327985,31/03/2017_00:00:00
1,2043,2009296,14/12/2016_00:00:00
1,88529,4469818,22/08/2015_00:00:00
1,179677,4260370,24/06/2016_00:00:00
5,43094,466727,08/07/2016_00:00:00
1,41066,4031861,19/10/2016_00:00:00
1,39587,1044854,20/08/2015_00:00:00
1,165590,2361100,16/01/2017_00:00:00
1,41503,3664411,19/01/2017_00:00:00
1,42877,2371697,20/11/2016_00:00:00
1,191468,1555345,28/09/2016_00:00:00
1,96211,4171887,06/12/2016_00:00:00
1,48730,2262224,29/08/2016_00:00:00
1,109055,3156332,03/03/2017_00:00:00
2,106682,4041753,09/02/2016_00:00:00
1,109585,5188419,19/10/2015_00:00:00
1,41314,4626156,27/02/2017_00:00:00
1,51203,3500517,29/06/2016_00:00:00
1,49633,229373,18/01/2016_00:00:00
1,41946,3544885,05/09/2015_00:00:00
1,99650,1287698,20/11/2015_00:00:00
1,78407,2153035,22/09/2015_00:00:00
1,102037,833903,31/12/2015_00:00:00
1,4988,1784410,20/03/2016_00:00:00
4,101435,3657937,23/02/2016_00:00:00
1,125926,2897141,04/11/2016_00:00:00
1,97762,821944,26/06/2016_00:00:00
1,43864,2563664,12/05/2016_00:00:00
1,85264,3879451,11/12/2015_00:00:00
1,54622,5027818,12/05/2016_00:00:00
1,42532,284894,07/12/2016_00:00:00
1,217991,1552614,19/06/2016_00:00:00
1,112855,1759023,25/10/2016_00:00:00
1,51105,34031,20/02/2016_00:00:00
1,115062,4217607,01/11/2016_00:00:00
1,101995,5105133,12/05/2016_00:00:00
2,96905,465822,14/12/2015_00:00:00
1,77531,4600662,12/03/2017_00:00:00
1,5035,1812657,05/06/2016_00:00:00
1,109430,2868206,18/07/2016_00:00:00
1,98489,1582797,13/01/2017_00:00:00
1,99135,4207938,03/03/2016_00:00:00
1,223210,4635397,05/12/2016_00:00:00
2,126676,4741133,28/12/2015_00:00:00
1,221154,1903041,11/08/2016_00:00:00
4,40985,685211,17/04/2016_00:00:00
2,112299,3173405,20/10/2015_00:00:00
2,43475,4632344,09/05/2016_00:00:00
1,191125,1511996,28/01/2017_00:00:00
1,165157,3208296,10/10/2016_00:00:00
1,220140,3395549,06/01/2017_00:00:00
1,235958,3654128,03/10/2016_00:00:00
1,103570,171522,22/10/2015_00:00:00
1,111619,4414710,16/10/2016_00:00:00
1,172434,1046056,03/02/2017_00:00:00
2.11,109523,2809173,29/08/2015_00:00:00
1,99091,1881888,18/05/2016_00:00:00
1,7522,2459666,06/12/2015_00:00:00
1,41552,787835,05/08/2016_00:00:00
1,97437,4278683,05/11/2016_00:00:00
1,43077,2217691,25/08/2016_00:00:00
2,222309,519803,03/02/2016_00:00:00
1,43242,1397123,01/10/2016_00:00:00
1,93817,3340321,08/02/2017_00:00:00
2,100834,982573,02/12/2015_00:00:00
1,87940,2525756,15/10/2016_00:00:00
9,56969,1636703,21/10/2015_00:00:00
1,40249,2602819,09/05/2016_00:00:00
1.75,110507,1990893,04/01/2016_00:00:00
-1,43089,5137205,22/01/2017_00:00:00
1,40861,3947682,05/03/2016_00:00:00
1,66751,1591857,17/11/2015_00:00:00
1,41732,4432632,30/09/2015_00:00:00
8,109581,1516900,25/08/2016_00:00:00
1,97465,361338,21/04/2016_00:00:00
1,216970,3210381,14/11/2015_00:00:00
1,49291,2897141,09/03/2016_00:00:00
1,57508,2268869,26/08/2015_00:00:00
1,196253,3947682,12/08/2015_00:00:00
1,79594,4981028,28/04/2016_00:00:00
1,52215,435687,19/06/2016_00:00:00
1,141803,4280484,22/12/2016_00:00:00
3,98470,4414710,19/06/2016_00:00:00
1,3468,492669,30/10/2016_00:00:00
1,160468,458047,01/12/2015_00:00:00
1,169318,927807,15/08/2016_00:00:00
1,100604,3768586,23/02/2017_00:00:00
1,100232,2457534,25/01/2016_00:00:00
4,43889,4044639,29/12/2016_00:00:00
1,123763,4373194,16/06/2016_00:00:00
1,159373,5027818,14/10/2016_00:00:00
1,36748,4471212,30/03/2017_00:00:00
1,95738,4048954,14/12/2016_00:00:00
1,44044,4819232,28/10/2015_00:00:00
1,46933,1774494,18/07/2016_00:00:00
1,113857,2405074,21/02/2017_00:00:00
1,197603,5171802,29/06/2016_00:00:00
2,112306,3327030,12/09/2015_00:00:00
1,112575,4395969,13/08/2016_00:00:00
1,40051,1103461,07/12/2016_00:00:00
1,56705,284894,05/04/2016_00:00:00
1,104461,4276264,23/12/2015_00:00:00
1,49734,318925,12/07/2016_00:00:00
1,43990,2897141,22/01/2017_00:00:00
1,189780,1770465,10/07/2016_00:00:00
1,107051,4044639,02/03/2016_00:00:00
1,98557,2563664,13/11/2016_00:00:00
1,214265,3657937,21/04/2016_00:00:00
3,100219,1331044,17/10/2015_00:00:00
1,100928,341462,25/08/2015_00:00:00
1,40123,965651,08/02/2017_00:00:00
1,239607,5084206,30/11/2016_00:00:00
1,122415,164480,16/09/2015_00:00:00
1,227984,3896249,29/04/2016_00:00:00
1,109583,4789628,16/11/2016_00:00:00
1,87154,2773617,12/06/2016_00:00:00
1,222037,3556001,03/01/2017_00:00:00
1,85521,1757011,16/06/2016_00:00:00
1,47595,2429557,19/10/2016_00:00:00
1,58299,1719858,02/12/2015_00:00:00
1,49680,1990893,07/10/2016_00:00:00
1,54896,5072702,25/12/2015_00:00:00
1,119974,3208296,22/10/2016_00:00:00
1,96404,601464,18/08/2016_00:00:00
3,89325,1881888,09/04/2016_00:00:00
1,100018,4368935,14/03/2016_00:00:00
1,98957,2262224,12/11/2015_00:00:00
1,65814,4741133,11/09/2015_00:00:00
1,95142,1150412,27/11/2016_00:00:00
1,55745,5039478,11/05/2016_00:00:00
4,45578,3327985,14/04/2016_00:00:00
1,57577,3111707,18/11/2015_00:00:00
1,41572,3934516,20/10/2016_00:00:00
1,111318,1668611,25/01/2017_00:00:00
1,78395,1887340,24/02/2017_00:00:00
1,112216,167226,27/08/2016_00:00:00
3,49627,2549841,06/03/2016_00:00:00
1,43120,2107213,07/02/2016_00:00:00
1,41213,1522328,25/02/2016_00:00:00
1,64236,3424944,13/02/2016_00:00:00
1,172432,4674330,10/12/2016_00:00:00
1,199250,4411804,30/10/2015_00:00:00
2,188548,1055031,31/12/2015_00:00:00
1,47330,2325336,01/12/2015_00:00:00
1,119581,3103594,21/09/2016_00:00:00
1,243997,2878698,16/08/2016_00:00:00
1,119039,465822,29/11/2016_00:00:00
1,41746,2525756,11/11/2016_00:00:00
2,122485,4997843,24/10/2016_00:00:00
1,225172,2592219,14/05/2016_00:00:00
1,84150,3111707,02/02/2017_00:00:00
1,41534,3289067,12/02/2016_00:00:00
1,138601,1046056,24/01/2016_00:00:00
5,103580,3460348,18/06/2016_00:00:00
1,160832,330037,31/07/2016_00:00:00
2,3920,3340776,11/09/2016_00:00:00
1,64587,3208296,11/02/2017_00:00:00
1,80843,3094317,14/11/2015_00:00:00
1,48081,4155804,13/03/2017_00:00:00
1,57746,4354616,29/09/2016_00:00:00
1,67853,579295,21/03/2017_00:00:00
1,89161,4373194,27/09/2015_00:00:00
1,41011,111609,07/10/2016_00:00:00
1,49617,3486305,21/06/2016_00:00:00
1,64245,363620,16/06/2016_00:00:00
2,45575,4697069,31/12/2015_00:00:00
1,112356,1770465,21/01/2016_00:00:00
1,240978,1614510,05/12/2016_00:00:00
1,106833,3879119,21/08/2016_00:00:00
1,49400,2639949,01/03/2017_00:00:00
2,107612,3340321,01/10/2016_00:00:00
1,207851,2217691,21/06/2016_00:00:00
1,188524,1274469,14/08/2016_00:00:00
1,66777,3733624,15/04/2016_00:00:00
3,52829,1133717,31/12/2015_00:00:00
1,105505,184788,01/04/2016_00:00:00
7,40635,1331044,08/11/2015_00:00:00
1,204559,3377771,08/05/2016_00:00:00
1,95942,1518421,14/09/2016_00:00:00
1,96407,1378536,28/08/2016_00:00:00
2,43131,1829629,08/10/2016_00:00:00
1,42666,3424944,03/01/2016_00:00:00
1,160591,184788,11/09/2016_00:00:00
1,72271,681965,03/02/2016_00:00:00
2.22,110408,4049962,06/09/2016_00:00:00
1,206114,26385,22/03/2016_00:00:00
2,101006,5176269,16/05/2016_00:00:00
1,102868,284894,09/02/2017_00:00:00
1,41567,257693,18/12/2015_00:00:00
1,75630,117050,17/10/2015_00:00:00
2,109541,3683804,09/04/2016_00:00:00
1,52112,2031199,23/03/2017_00:00:00
1,50791,2653450,15/03/2016_00:00:00
1,89280,3688086,01/12/2016_00:00:00
1,66453,89080,13/05/2016_00:00:00
5,40240,3327727,15/07/2016_00:00:00
1,189844,524138,22/10/2015_00:00:00
3,41301,4584804,07/09/2015_00:00:00
1,192572,4742870,15/06/2016_00:00:00
1,64320,4981028,18/05/2016_00:00:00
2,45131,1427982,16/03/2017_00:00:00
1,52953,5057627,14/10/2016_00:00:00
1,48879,3817073,24/10/2016_00:00:00
1,40445,1205948,08/12/2015_00:00:00
1,55755,3391014,16/12/2016_00:00:00
1,44527,3016951,15/09/2016_00:00:00
1,79256,3343705,29/10/2015_00:00:00
1,41572,1904015,16/06/2016_00:00:00
1,106955,3327985,09/04/2016_00:00:00
2,41304,2160830,31/03/2016_00:00:00
1,152973,3664411,08/02/2017_00:00:00
1,183153,2265296,25/11/2015_00:00:00
1,79579,4981028,31/08/2015_00:00:00
1,99331,1643337,10/03/2017_00:00:00
2,40445,4414710,25/02/2016_00:00:00
1,40877,3688883,26/08/2016_00:00:00
1,151415,363620,30/08/2016_00:00:00
1,46465,3504300,28/08/2015_00:00:00
1,40593,4928655,20/03/2017_00:00:00
1,140157,1397123,14/09/2015_00:00:00
1,217832,1398285,24/09/2016_00:00:00
3,100137,5147107,04/10/2015_00:00:00
1,82324,1454922,16/12/2015_00:00:00
1,214243,2602819,18/05/2016_00:00:00
1,50844,3768586,06/12/2016_00:00:00
1,199158,4517881,13/12/2016_00:00:00
1,48697,3572764,14/03/2017_00:00:00
1,45976,2482638,07/02/2016_00:00:00
1,48320,4411804,14/03/2016_00:00:00
1,105098,1275290,29/07/2016_00:00:00
1,114815,2549794,16/11/2016_00:00:00
1,46584,4507374,20/06/2016_00:00:00
1,113618,3572764,29/11/2015_00:00:00
2,48162,3609975,03/09/2016_00:00:00
1,65078,2357913,28/07/2016_00:00:00
1,64163,1165484,14/01/2017_00:00:00
1,241289,5204537,24/08/2016_00:00:00
1,99563,4152367,05/02/2017_00:00:00
1,51614,284894,24/09/2016_00:00:00
1,167747,3688086,24/08/2015_00:00:00
1,48795,3071456,23/07/2016_00:00:00
1,225930,4208501,11/02/2017_00:00:00
1,42892,1643137,19/01/2016_00:00:00
1,221897,2246972,30/04/2016_00:00:00
1,134446,3330021,01/11/2016_00:00:00
1,45720,4171205,26/03/2017_00:00:00
1,114177,2107213,23/07/2016_00:00:00
1,47029,4414710,15/08/2015_00:00:00
1,148806,2895155,26/12/2015_00:00:00
2,87990,4354616,30/09/2016_00:00:00
1,100924,5176269,26/11/2015_00:00:00
6,41210,4525173,01/04/2017_00:00:00
2,48184,3563193,13/08/2015_00:00:00
5,102643,380076,11/10/2015_00:00:00
1,155601,1775601,10/02/2016_00:00:00
1,236100,1470281,06/11/2015_00:00:00
1,72968,3391014,29/08/2016_00:00:00
1,112618,3704180,28/02/2016_00:00:00
2,242664,4185084,06/01/2016_00:00:00
1,47328,3338017,30/12/2015_00:00:00
1,63148,3688086,10/11/2016_00:00:00
1,63423,342694,28/03/2016_00:00:00
1,53010,1470281,02/01/2016_00:00:00
1,47601,3243291,28/12/2016_00:00:00
2,48960,3879119,03/06/2016_00:00:00
1,73295,4659853,07/10/2015_00:00:00
1,43941,1643137,27/07/2016_00:00:00
1,111084,2742150,23/11/2015_00:00:00
1,97148,689612,15/05/2016_00:00:00
1,100239,2526816,13/02/2017_00:00:00
1,47597,685211,09/12/2016_00:00:00
1,40890,1233143,10/03/2017_00:00:00
1,222273,3381755,20/10/2015_00:00:00
1,41485,3545747,18/07/2016_00:00:00
1,41244,1525743,27/04/2016_00:00:00
1,4022,2503057,29/02/2016_00:00:00
0.98,109556,1009636,19/06/2016_00:00:00
1,112021,3838179,24/10/2015_00:00:00
18,45227,3327727,13/02/2017_00:00:00
1,732,4742870,23/10/2016_00:00:00
3,46265,2897141,10/07/2016_00:00:00
1,97465,2424379,13/03/2017_00:00:00
3,230991,167226,11/02/2016_00:00:00
1,54960,2033617,30/08/2016_00:00:00
1,42680,2429557,04/09/2016_00:00:00
1,101987,2262224,23/03/2017_00:00:00
2,68412,328027,31/01/2016_00:00:00
1,36332,4395654,26/07/2016_00:00:00
1,234794,2693652,27/09/2016_00:00:00
1,134390,4748077,27/08/2015_00:00:00
1,44014,284894,26/12/2015_00:00:00
2,122265,3331340,22/11/2016_00:00:00
1,94389,4202133,30/03/2017_00:00:00
1,20798,3264149,23/09/2016_00:00:00
1,55236,4870477,31/10/2016_00:00:00
1,45706,513585,09/09/2015_00:00:00
1,81039,380076,19/02/2016_00:00:00
1,244818,1881888,28/10/2016_00:00:00
1,4737,5105133,16/01/2017_00:00:00
1,135797,1397123,13/05/2016_00:00:00
1,56845,3395549,21/05/2016_00:00:00
4,43897,2567543,19/10/2016_00:00:00
1,57878,467277,23/05/2016_00:00:00
1,122122,350518,24/12/2015_00:00:00
1,111619,1418103,27/02/2016_00:00:00
1,96255,1485105,18/09/2016_00:00:00
1,19388,1702217,31/08/2016_00:00:00
1,41144,5401,13/09/2016_00:00:00
1,5312,4893504,25/11/2016_00:00:00
1,56975,1615775,08/03/2017_00:00:00
1,104841,2678978,10/11/2015_00:00:00
1,59140,1483888,23/05/2016_00:00:00
1,68401,4600662,15/06/2016_00:00:00
1,40655,4317860,30/04/2016_00:00:00
1,40163,788290,03/02/2017_00:00:00
3,51939,1046056,04/11/2016_00:00:00
1,66616,117050,24/08/2015_00:00:00
1,95073,257693,08/02/2017_00:00:00
1,41911,4437981,16/12/2015_00:00:00
2,43318,3609975,04/11/2015_00:00:00
1,106989,5051874,28/03/2017_00:00:00
2,46401,3520500,19/10/2015_00:00:00
1,44286,2154842,10/09/2016_00:00:00
1,126911,4518312,29/07/2016_00:00:00
1,204612,2513424,26/09/2015_00:00:00
1,151363,982573,05/09/2015_00:00:00
3,99607,4414710,26/10/2016_00:00:00
4,100021,5027818,16/09/2015_00:00:00
1,106404,2773617,30/12/2016_00:00:00
1,64029,3384086,04/12/2016_00:00:00
1,98169,1233143,24/02/2016_00:00:00
1,137308,2376181,19/02/2017_00:00:00
1,93748,4935278,25/01/2016_00:00:00
1,87428,377551,16/12/2015_00:00:00
1,84150,4748077,01/06/2016_00:00:00
2,70345,2459666,28/08/2016_00:00:00
4,200925,83604,10/08/2015_00:00:00
2,88949,1784410,03/11/2016_00:00:00
1,72893,4469818,01/02/2016_00:00:00
1,46465,4207938,15/10/2015_00:00:00
1,41508,3330021,16/09/2016_00:00:00
1,52923,3213687,28/03/2016_00:00:00
3,222037,4997843,06/01/2017_00:00:00
1,136650,3572764,12/03/2016_00:00:00
2,44986,647592,25/08/2016_00:00:00
21,204559,2855376,27/09/2015_00:00:00
1,97832,4742870,18/08/2015_00:00:00
1,206905,2381340,10/03/2017_00:00:00
1,48735,1887340,22/03/2017_00:00:00
1,182105,153866,25/12/2016_00:00:00
1,113270,2268869,14/07/2016_00:00:00
1,223253,5119214,22/02/2017_00:00:00
1,52574,2809173,04/10/2016_00:00:00
1,221635,3520500,22/08/2016_00:00:00
6.49,109559,2262224,29/12/2016_00:00:00
4,40542,1904015,16/03/2016_00:00:00
1,92660,2984487,01/05/2016_00:00:00
1,68643,2323,22/02/2017_00:00:00
1,160631,4185084,29/02/2016_00:00:00
1,47313,3424944,20/07/2016_00:00:00
1,89854,5031197,03/12/2016_00:00:00
2,48317,4241737,07/12/2016_00:00:00
1,42574,3664411,22/11/2016_00:00:00
1,95542,2023314,01/09/2016_00:00:00
1,5300,3953446,06/09/2015_00:00:00
1,73166,3675337,05/10/2015_00:00:00
4,114005,380076,16/12/2016_00:00:00
1,95888,5105133,18/04/2016_00:00:00
1,47479,5197912,22/11/2016_00:00:00
1,100196,5188419,29/02/2016_00:00:00
1,109502,1023378,18/01/2016_00:00:00
1,194904,2074427,24/02/2017_00:00:00
1,111314,4928655,02/09/2016_00:00:00
1,42522,3016951,05/06/2016_00:00:00
1,42806,112388,04/10/2015_00:00:00
1,111265,2868206,22/10/2015_00:00:00
1,41859,685234,20/10/2016_00:00:00
1,196530,2563664,16/10/2015_00:00:00
1,4906,1851167,04/06/2016_00:00:00
1,189809,5057627,06/01/2017_00:00:00
1,64238,2730257,06/01/2017_00:00:00
1,47734,1636703,26/02/2016_00:00:00
1,51769,3016951,12/09/2015_00:00:00
1,40773,1651863,13/08/2015_00:00:00
1,160727,112388,17/03/2017_00:00:00
1,114696,3213633,08/08/2016_00:00:00
1,105269,805336,16/11/2015_00:00:00
1,122806,982573,20/03/2016_00:00:00
1,46467,3563193,07/12/2016_00:00:00
1,52867,5072702,28/06/2016_00:00:00
1,241277,3346861,21/04/2016_00:00:00
1,56440,380076,08/12/2016_00:00:00
1,94457,4031861,08/07/2016_00:00:00
1,211750,1150412,31/08/2015_00:00:00
2,123331,1887340,29/03/2017_00:00:00
2,50555,167226,24/03/2016_00:00:00
7,110496,4507374,17/03/2017_00:00:00
2,64635,908560,07/01/2016_00:00:00
2,102095,2325336,31/07/2016_00:00:00
1,40584,1582797,03/10/2016_00:00:00
1,79779,3324746,18/03/2017_00:00:00
1,83778,1869704,12/10/2016_00:00:00
1,196745,380076,01/01/2016_00:00:00
2.03,110513,4516680,08/01/2016_00:00:00
1,105950,1055031,23/04/2016_00:00:00
3,67905,2262224,14/01/2016_00:00:00
1,46933,5105133,21/06/2016_00:00:00
1,47330,1607954,14/08/2015_00:00:00
3,47016,3879119,27/10/2015_00:00:00
1,189778,2031199,11/11/2015_00:00:00
2,179630,2736709,25/01/2017_00:00:00
1,40946,2107213,21/07/2016_00:00:00
1,47589,4527625,07/09/2015_00:00:00
1,105618,601464,08/01/2017_00:00:00
1,212439,318925,02/05/2016_00:00:00
2,41990,4935278,21/08/2015_00:00:00
1,83541,5147107,16/08/2015_00:00:00
1,103690,284894,14/09/2015_00:00:00
1,197957,3677309,14/02/2016_00:00:00
1,48815,4469818,05/09/2015_00:00:00
1,70413,1470281,07/10/2015_00:00:00
1,41011,2262224,08/06/2016_00:00:00
1,241753,1133717,04/12/2016_00:00:00
1,138074,2897141,12/01/2016_00:00:00
1,100451,1694812,26/10/2015_00:00:00
1,194389,923830,23/02/2016_00:00:00
2,51824,1133717,29/10/2015_00:00:00
1,179440,318925,20/03/2017_00:00:00
1,210930,1061850,25/09/2015_00:00:00
1,121838,923830,04/11/2016_00:00:00
1,246134,2032927,31/10/2015_00:00:00
1,40659,2635948,16/03/2016_00:00:00
1,4387,4935278,11/04/2016_00:00:00
1,138542,4048954,23/09/2016_00:00:00
1,75469,2635948,02/01/2016_00:00:00
2,45752,4261072,17/01/2016_00:00:00
3,219993,4155804,22/09/2016_00:00:00
1,47235,1487677,16/01/2017_00:00:00
2,52815,1055031,27/07/2016_00:00:00
1,125725,5095670,26/11/2016_00:00:00
1,51519,825515,14/08/2016_00:00:00
1,221722,2870253,27/04/2016_00:00:00
1,222205,2074427,31/05/2016_00:00:00
1,111336,4557230,14/08/2015_00:00:00
1,162306,1651863,06/12/2015_00:00:00
1,196442,1464822,19/12/2015_00:00:00
1,109430,1358244,04/10/2016_00:00:00
1,103716,2487166,19/02/2016_00:00:00
2,48188,2549794,05/01/2016_00:00:00
2,49668,4661530,30/10/2016_00:00:00
1,92622,3198064,22/05/2016_00:00:00
1,100051,3016951,16/04/2016_00:00:00
5,101166,1603522,07/02/2017_00:00:00
1,207722,2033617,06/12/2015_00:00:00
1,42596,1544915,02/10/2015_00:00:00
1,164340,2262224,06/10/2016_00:00:00
1,40730,821944,25/07/2016_00:00:00
1,199250,732937,12/10/2016_00:00:00
1,117542,4789427,09/02/2016_00:00:00
1,42596,208060,02/08/2016_00:00:00
2,54896,1642141,30/01/2017_00:00:00
1,85863,2310581,11/10/2016_00:00:00
1,96416,350518,20/04/2016_00:00:00
1,42820,5107448,04/07/2016_00:00:00
1,53852,4997843,11/10/2016_00:00:00
1,41895,1904015,18/04/2016_00:00:00
2,100828,961883,08/12/2015_00:00:00
1,160274,971014,15/06/2016_00:00:00
1,95422,1694812,07/10/2015_00:00:00
1,64232,4283243,16/11/2016_00:00:00
1,223769,2525756,22/03/2016_00:00:00
1,85264,2730257,26/11/2016_00:00:00
2,50791,89080,19/12/2016_00:00:00
2,49632,129491,25/08/2016_00:00:00
1,45502,685234,06/05/2016_00:00:00
1,111234,2855376,03/03/2016_00:00:00
1,52141,5137205,22/04/2016_00:00:00
1,221154,2398940,20/04/2016_00:00:00
1,113806,1233143,13/08/2015_00:00:00
1,100169,1591857,11/12/2015_00:00:00
1,41971,1661441,29/03/2016_00:00:00
1,125719,5095670,02/11/2016_00:00:00
1,124148,965651,01/12/2016_00:00:00
1,101336,2033617,28/01/2016_00:00:00
1,188535,1603522,26/05/2016_00:00:00
1,43004,962718,04/11/2015_00:00:00
1,214145,1454922,27/12/2015_00:00:00
1,50422,4054017,19/10/2015_00:00:00
1,78804,3258096,24/02/2017_00:00:00
1,43094,2154675,21/10/2015_00:00:00
2,160342,2563664,13/07/2016_00:00:00
1,41294,810115,09/11/2015_00:00:00
1,54157,350518,30/07/2016_00:00:00
1,139213,1151010,06/02/2016_00:00:00
2,111095,3384086,18/01/2017_00:00:00
1,4250,2033617,04/03/2016_00:00:00
4,95939,2429557,02/10/2016_00:00:00
2,104691,28485,19/03/2016_00:00:00
1,45356,1127374,22/03/2016_00:00:00
1,3525,2339655,13/01/2016_00:00:00
1,63393,1774494,18/05/2016_00:00:00
1,100655,982573,07/11/2015_00:00:00
1,105262,2235408,07/11/2015_00:00:00
1,99562,3096827,23/04/2016_00:00:00
1,111219,744020,08/03/2017_00:00:00
2,64525,2522265,09/05/2016_00:00:00
1,125922,3094317,15/08/2016_00:00:00
2,51771,4564002,02/01/2016_00:00:00
1,104518,4413435,14/11/2015_00:00:00
1,214270,4674330,15/03/2017_00:00:00
1,183148,1851167,28/04/2016_00:00:00
1,43773,1713420,19/10/2015_00:00:00
1,53201,1148427,15/11/2015_00:00:00
1,41404,4373194,23/06/2016_00:00:00
1,113450,3111707,06/06/2016_00:00:00
1,46061,5401,29/11/2015_00:00:00
1,49996,2955539,05/05/2016_00:00:00
1,243373,3789922,23/09/2015_00:00:00
3,110410,2482638,12/10/2015_00:00:00
1,78238,2262224,16/12/2016_00:00:00
2,139105,1173538,17/12/2015_00:00:00
1,3789,1149687,21/10/2015_00:00:00
2,47330,690939,30/10/2015_00:00:00
1,69874,4423124,06/09/2015_00:00:00
3,113996,5052330,18/10/2015_00:00:00
1,50196,1046056,04/02/2016_00:00:00
2,134551,3752512,05/10/2015_00:00:00
1,187497,3025723,28/11/2016_00:00:00
1,134948,2897141,12/04/2016_00:00:00
1,105853,5401,01/02/2017_00:00:00
1,43204,79505,06/10/2015_00:00:00
1,44529,2525756,07/06/2016_00:00:00
1,187008,3879119,04/05/2016_00:00:00
1,67401,4413435,04/12/2016_00:00:00
1,41436,2868206,07/03/2017_00:00:00
1,170382,5057627,03/07/2016_00:00:00
1,108338,229298,13/02/2017_00:00:00
1,2547,3327727,19/09/2016_00:00:00
1,49668,3346861,27/09/2016_00:00:00
1,98207,4261072,18/12/2015_00:00:00
1,137680,3272881,19/11/2015_00:00:00
2,54896,4661530,04/01/2016_00:00:00
2,41499,3609975,25/05/2016_00:00:00
